CODCLI,CODART,Cliente,Pais,Comunidad autÃ³noma,Provincia,Zona,ArtÃ­culo,Serie,Nfactura,Fecha,Unidades,Precio,Costo,status,name_complete
4,2,MERCEDES DEL SOCORRO MIRANDA SILVA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta mountain infantil,S2,436,41714,7,"123,49","123,49",Delivered,Ana Patricia Martínez
4,4,MERCEDES DEL SOCORRO MIRANDA SILVA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera mod. A,S2,437,41715,10,"284,99","284,99",Shipped,Ana Patricia Martínez
4,6,MERCEDES DEL SOCORRO MIRANDA SILVA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta infantil,S2,438,41716,17,"47,49","47,49",Confirmed,Ana Patricia Martínez
4,7,MERCEDES DEL SOCORRO MIRANDA SILVA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Mountain bike,S2,439,41717,14,"56,99","56,99",Returned,Ana Patricia Martínez
4,10,MERCEDES DEL SOCORRO MIRANDA SILVA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Monociclo,S2,440,41718,12,"227,99","227,99",Confirmed,Ana Patricia Martínez
4,12,MERCEDES DEL SOCORRO MIRANDA SILVA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Asiento para bicicleta velocidad,S2,441,41719,12,"45,18","45,18",Confirmed,Ana Patricia Martínez
4,14,MERCEDES DEL SOCORRO MIRANDA SILVA,NICARAGUA,JINOTEGA,JINOTEGA,Este,EmpuÃ±adura,S2,442,41720,24,"66,61","66,61",Confirmed,Ana Patricia Martínez
4,9,MERCEDES DEL SOCORRO MIRANDA SILVA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta tres asientos,S2,443,41721,12,"427,49","427,49",Confirmed,Ana Patricia Martínez
6,1,ADELA ZEVERANIA ROSTRAN MORA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera,S2,444,41722,9,"612,25","612,25",Confirmed,Luisa Margarita Ramírez
6,4,ADELA ZEVERANIA ROSTRAN MORA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera mod. A,S2,445,41723,17,"299,99","299,99",Confirmed,Luisa Margarita Ramírez
6,11,ADELA ZEVERANIA ROSTRAN MORA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera modelo C,S2,446,41724,14,"599,99","599,99",Delivered,Luisa Margarita Ramírez
6,13,ADELA ZEVERANIA ROSTRAN MORA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Casco bicicleta,S2,447,41725,10,"47,99","47,99",Pending,Luisa Margarita Ramírez
6,14,ADELA ZEVERANIA ROSTRAN MORA,NICARAGUA,JINOTEGA,JINOTEGA,Este,EmpuÃ±adura,S2,448,41726,17,"70,12","70,12",Pending,Luisa Margarita Ramírez
6,15,ADELA ZEVERANIA ROSTRAN MORA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Gafas,S2,449,41727,18,"54,23","54,23",Pending,Luisa Margarita Ramírez
7,1,FELIX RODOLFO GARCIA ARIAS,NICARAGUA,MADRIZ,MADRIZ,Norte,Bicicleta carrera,S2,450,41728,10,"612,25","612,25",Delivered,Pedro Antonio Gutiérrez
7,2,FELIX RODOLFO GARCIA ARIAS,NICARAGUA,MADRIZ,MADRIZ,Norte,Bicicleta mountain infantil,S2,451,41729,10,"129,99","129,99",Delivered,Pedro Antonio Gutiérrez
7,8,FELIX RODOLFO GARCIA ARIAS,NICARAGUA,MADRIZ,MADRIZ,Norte,Bicicleta paseo,S2,452,41730,4,"179,99","179,99",Returned,Pedro Antonio Gutiérrez
7,11,FELIX RODOLFO GARCIA ARIAS,NICARAGUA,MADRIZ,MADRIZ,Norte,Bicicleta carrera modelo C,S2,453,41731,4,"599,99","599,99",Shipped,Pedro Antonio Gutiérrez
7,15,FELIX RODOLFO GARCIA ARIAS,NICARAGUA,MADRIZ,MADRIZ,Norte,Gafas,S2,454,41732,24,"54,23","54,23",Delivered,Pedro Antonio Gutiérrez
9,2,YADER JAVIER DUARTE SUAZO,NICARAGUA,GRANADA,GRANADA,Sur,Bicicleta mountain infantil,S2,455,41733,19,"123,49","123,49",Pending,Jorge Alberto Vargas
9,4,YADER JAVIER DUARTE SUAZO,NICARAGUA,GRANADA,GRANADA,Sur,Bicicleta carrera mod. A,S2,456,41734,19,"284,99","284,99",Shipped,Jorge Alberto Vargas
9,7,YADER JAVIER DUARTE SUAZO,NICARAGUA,GRANADA,GRANADA,Sur,Mountain bike,S2,457,41735,4,"56,99","56,99",Returned,Jorge Alberto Vargas
9,8,YADER JAVIER DUARTE SUAZO,NICARAGUA,GRANADA,GRANADA,Sur,Bicicleta paseo,S2,458,41736,3,"170,99","170,99",Shipped,Jorge Alberto Vargas
9,10,YADER JAVIER DUARTE SUAZO,NICARAGUA,GRANADA,GRANADA,Sur,Monociclo,S2,459,41737,1,"227,99","227,99",Confirmed,Jorge Alberto Vargas
9,3,YADER JAVIER DUARTE SUAZO,NICARAGUA,GRANADA,GRANADA,Sur,Bicicleta dual,S2,460,41738,1,"332,49","332,49",Returned,Jorge Alberto Vargas
9,9,YADER JAVIER DUARTE SUAZO,NICARAGUA,GRANADA,GRANADA,Sur,Bicicleta tres asientos,S2,461,41739,1,"427,49","427,49",Pending,Jorge Alberto Vargas
11,1,ANTONIO DE JESUS PAIZ JUAREZ,NICARAGUA,RIO SAN JUAN,RIO SAN JUAN,Norte,Bicicleta carrera,S2,462,41740,17,"581,64","581,64",Returned,Daniel Esteban Morales
11,4,ANTONIO DE JESUS PAIZ JUAREZ,NICARAGUA,RIO SAN JUAN,RIO SAN JUAN,Norte,Bicicleta carrera mod. A,S2,463,41741,18,"284,99","284,99",Shipped,Daniel Esteban Morales
11,5,ANTONIO DE JESUS PAIZ JUAREZ,NICARAGUA,RIO SAN JUAN,RIO SAN JUAN,Norte,Bicicleta carrera mod. B,S2,464,41742,15,"522,49","522,49",Confirmed,Daniel Esteban Morales
11,3,ANTONIO DE JESUS PAIZ JUAREZ,NICARAGUA,RIO SAN JUAN,RIO SAN JUAN,Norte,Bicicleta dual,S2,465,41743,1,"332,49","332,49",Shipped,Daniel Esteban Morales
12,1,ESTEBAN TOMAS RUEDA VALLECILLO,NICARAGUA,MANAGUA,MANAGUA,Oeste,Bicicleta carrera,S2,466,41744,17,"612,25","612,25",Pending,Camila Sofía Castillo
12,2,ESTEBAN TOMAS RUEDA VALLECILLO,NICARAGUA,MANAGUA,MANAGUA,Oeste,Bicicleta mountain infantil,S2,467,41745,13,"129,99","129,99",Shipped,Camila Sofía Castillo
12,5,ESTEBAN TOMAS RUEDA VALLECILLO,NICARAGUA,MANAGUA,MANAGUA,Oeste,Bicicleta carrera mod. B,S2,468,41746,15,"549,99","549,99",Pending,Camila Sofía Castillo
12,8,ESTEBAN TOMAS RUEDA VALLECILLO,NICARAGUA,MANAGUA,MANAGUA,Oeste,Bicicleta paseo,S2,469,41747,7,"179,99","179,99",Returned,Camila Sofía Castillo
12,12,ESTEBAN TOMAS RUEDA VALLECILLO,NICARAGUA,MANAGUA,MANAGUA,Oeste,Asiento para bicicleta velocidad,S2,470,41748,24,"47,56","47,56",Delivered,Camila Sofía Castillo
12,15,ESTEBAN TOMAS RUEDA VALLECILLO,NICARAGUA,MANAGUA,MANAGUA,Oeste,Gafas,S2,471,41749,48,"54,23","54,23",Shipped,Camila Sofía Castillo
12,3,ESTEBAN TOMAS RUEDA VALLECILLO,NICARAGUA,MANAGUA,MANAGUA,Oeste,Bicicleta dual,S2,472,41750,1,"349,99","349,99",Pending,Camila Sofía Castillo
15,1,NERY FRANCISCA BRAVO ESPINOZA,NICARAGUA,CARAZO,CARAZO,Norte,Bicicleta carrera,S2,473,41751,17,"612,25","520,41",Shipped,Fernando Andrés Ortega
15,2,NERY FRANCISCA BRAVO ESPINOZA,NICARAGUA,CARAZO,CARAZO,Norte,Bicicleta mountain infantil,S2,474,41752,13,"129,99","110,49",Shipped,Fernando Andrés Ortega
15,5,NERY FRANCISCA BRAVO ESPINOZA,NICARAGUA,CARAZO,CARAZO,Norte,Bicicleta carrera mod. B,S2,475,41753,15,"549,99","467,49",Returned,Fernando Andrés Ortega
15,8,NERY FRANCISCA BRAVO ESPINOZA,NICARAGUA,CARAZO,CARAZO,Norte,Bicicleta paseo,S2,476,41754,2,"179,99","152,99",Delivered,Fernando Andrés Ortega
15,14,NERY FRANCISCA BRAVO ESPINOZA,NICARAGUA,CARAZO,CARAZO,Norte,EmpuÃ±adura,S2,477,41755,24,"70,12","59,6",Delivered,Fernando Andrés Ortega
15,15,NERY FRANCISCA BRAVO ESPINOZA,NICARAGUA,CARAZO,CARAZO,Norte,Gafas,S2,478,41756,48,"54,23","46,1",Returned,Fernando Andrés Ortega
15,9,NERY FRANCISCA BRAVO ESPINOZA,NICARAGUA,CARAZO,CARAZO,Norte,Bicicleta tres asientos,S2,479,41757,1,"449,99","382,49",Shipped,Fernando Andrés Ortega
17,1,JORGE BISMARK MEZA VASQUEZ,NICARAGUA,CHINANDEGA,CHINANDEGA,Este,Bicicleta carrera,S2,480,41758,17,"581,64","581,64",Confirmed,Oscar David Salinas
17,4,JORGE BISMARK MEZA VASQUEZ,NICARAGUA,CHINANDEGA,CHINANDEGA,Este,Bicicleta carrera mod. A,S2,481,41759,18,"284,99","284,99",Confirmed,Oscar David Salinas
18,1,MELVIN ANTONIO MIRANDA,NICARAGUA,LEON,LEON,Centro,Bicicleta carrera,S2,482,41760,14,"581,64","436,23",Shipped,Margarita Susana Rivas
18,2,MELVIN ANTONIO MIRANDA,NICARAGUA,LEON,LEON,Centro,Bicicleta mountain infantil,S2,483,41761,13,"123,49","103,73",Shipped,Margarita Susana Rivas
18,8,MELVIN ANTONIO MIRANDA,NICARAGUA,LEON,LEON,Centro,Bicicleta paseo,S2,484,41762,1,"170,99","145,34",Shipped,Margarita Susana Rivas
18,12,MELVIN ANTONIO MIRANDA,NICARAGUA,LEON,LEON,Centro,Asiento para bicicleta velocidad,S2,485,41763,36,"45,18","37,95",Delivered,Margarita Susana Rivas
18,9,MELVIN ANTONIO MIRANDA,NICARAGUA,LEON,LEON,Centro,Bicicleta tres asientos,S2,486,41764,1,"427,49","363,37",Pending,Margarita Susana Rivas
19,4,"DEPORTES PALMERA, S.A.",NICARAGUA,CHONTALES,CHONTALES,Centro,Bicicleta carrera mod. A,S2,487,41765,9,"269,99","215,99",Shipped,Diego Alejandro Núñez
19,5,"DEPORTES PALMERA, S.A.",NICARAGUA,CHONTALES,CHONTALES,Centro,Bicicleta carrera mod. B,S2,488,41766,3,"494,99","395,99",Pending,Diego Alejandro Núñez
19,8,"DEPORTES PALMERA, S.A.",NICARAGUA,CHONTALES,CHONTALES,Centro,Bicicleta paseo,S2,489,41767,3,"161,99","137,69",Pending,Diego Alejandro Núñez
1,1,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera,S2,490,41768,10,"551,02","446,33",Returned,Juan Carlos González
1,2,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta mountain infantil,S2,491,41769,20,100,100,Pending,Juan Carlos González
1,4,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera mod. A,S2,492,41770,10,"269,99","207,89",Shipped,Juan Carlos González
1,5,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera mod. B,S2,493,41771,10,"494,99","381,14",Confirmed,Juan Carlos González
1,6,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta infantil,S2,494,41772,10,"44,99","37,79",Pending,Juan Carlos González
1,7,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Mountain bike,S2,495,41773,20,"53,99","45,35",Confirmed,Juan Carlos González
1,8,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta paseo,S2,496,41774,10,"161,99","136,07",Returned,Juan Carlos González
1,11,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera modelo C,S2,497,41775,20,"539,99","415,79",Delivered,Juan Carlos González
1,10,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Monociclo,S2,498,41776,2,"215,99","183,59",Confirmed,Juan Carlos González
1,12,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Asiento para bicicleta velocidad,S2,499,41777,2,"42,8","36,38",Shipped,Juan Carlos González
1,13,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Casco bicicleta,S2,500,41778,2,"43,19","36,71",Returned,Juan Carlos González
1,14,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,EmpuÃ±adura,S2,501,41779,2,"63,11","53,65",Shipped,Juan Carlos González
1,15,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Gafas,S2,502,41780,2,"48,81","41,49",Shipped,Juan Carlos González
1,3,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta dual,S2,503,41781,2,"314,99","267,74",Delivered,Juan Carlos González
1,9,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta tres asientos,S2,504,41782,2,"404,99","344,24",Returned,Juan Carlos González
2,1,JOSE OMAR RODRIGUEZ ZAPATA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera,S2,505,41783,10,"581,64","581,64",Shipped,María Fernanda López
2,2,JOSE OMAR RODRIGUEZ ZAPATA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta mountain infantil,S2,506,41784,10,"123,49","123,49",Delivered,María Fernanda López
2,4,JOSE OMAR RODRIGUEZ ZAPATA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera mod. A,S2,507,41785,10,"284,99","284,99",Confirmed,María Fernanda López
2,5,JOSE OMAR RODRIGUEZ ZAPATA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera mod. B,S2,508,41786,10,"522,49","522,49",Confirmed,María Fernanda López
2,6,JOSE OMAR RODRIGUEZ ZAPATA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta infantil,S2,509,41787,20,"47,49","47,49",Delivered,María Fernanda López
2,7,JOSE OMAR RODRIGUEZ ZAPATA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Mountain bike,S2,510,41788,20,"56,99","56,99",Confirmed,María Fernanda López
2,8,JOSE OMAR RODRIGUEZ ZAPATA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta paseo,S2,511,41789,20,"170,99","170,99",Pending,María Fernanda López
2,11,JOSE OMAR RODRIGUEZ ZAPATA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera modelo C,S2,512,41790,20,"569,99","569,99",Delivered,María Fernanda López
2,10,JOSE OMAR RODRIGUEZ ZAPATA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Monociclo,S2,513,41791,2,"227,99","227,99",Pending,María Fernanda López
2,12,JOSE OMAR RODRIGUEZ ZAPATA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Asiento para bicicleta velocidad,S2,514,41792,10,"45,18","45,18",Confirmed,María Fernanda López
2,13,JOSE OMAR RODRIGUEZ ZAPATA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Casco bicicleta,S2,515,41793,10,"45,59","45,59",Delivered,María Fernanda López
2,14,JOSE OMAR RODRIGUEZ ZAPATA,NICARAGUA,JINOTEGA,JINOTEGA,Este,EmpuÃ±adura,S2,516,41794,10,"66,61","66,61",Delivered,María Fernanda López
2,15,JOSE OMAR RODRIGUEZ ZAPATA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Gafas,S2,517,41795,10,"51,52","51,52",Delivered,María Fernanda López
2,3,JOSE OMAR RODRIGUEZ ZAPATA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta dual,S2,518,41796,2,"332,49","332,49",Returned,María Fernanda López
2,9,JOSE OMAR RODRIGUEZ ZAPATA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta tres asientos,S2,519,41797,2,"427,49","427,49",Returned,María Fernanda López
3,1,CARLOS HUMBERTO GARCIA MERCADO,NICARAGUA,CARAZO,CARAZO,Centro,Bicicleta carrera,S2,520,41798,5,"551,02","418,78",Confirmed,José Manuel Rodríguez
3,2,CARLOS HUMBERTO GARCIA MERCADO,NICARAGUA,CARAZO,CARAZO,Centro,Bicicleta mountain infantil,S2,521,41799,14,"116,99","98,27",Delivered,José Manuel Rodríguez
3,5,CARLOS HUMBERTO GARCIA MERCADO,NICARAGUA,CARAZO,CARAZO,Centro,Bicicleta carrera mod. B,S2,522,41800,14,"494,99","391,04",Returned,José Manuel Rodríguez
3,7,CARLOS HUMBERTO GARCIA MERCADO,NICARAGUA,CARAZO,CARAZO,Centro,Mountain bike,S2,523,41801,14,"53,99","45,35",Shipped,José Manuel Rodríguez
3,11,CARLOS HUMBERTO GARCIA MERCADO,NICARAGUA,CARAZO,CARAZO,Centro,Bicicleta carrera modelo C,S2,524,41802,14,"539,99","426,59",Delivered,José Manuel Rodríguez
3,10,CARLOS HUMBERTO GARCIA MERCADO,NICARAGUA,CARAZO,CARAZO,Centro,Monociclo,S2,525,41803,4,"215,99","183,59",Shipped,José Manuel Rodríguez
3,12,CARLOS HUMBERTO GARCIA MERCADO,NICARAGUA,CARAZO,CARAZO,Centro,Asiento para bicicleta velocidad,S2,526,41804,5,"42,8","36,38",Confirmed,José Manuel Rodríguez
3,13,CARLOS HUMBERTO GARCIA MERCADO,NICARAGUA,CARAZO,CARAZO,Centro,Casco bicicleta,S2,527,41805,20,"43,19","36,28",Confirmed,José Manuel Rodríguez
3,15,CARLOS HUMBERTO GARCIA MERCADO,NICARAGUA,CARAZO,CARAZO,Centro,Gafas,S2,528,41806,20,"48,81",41,Delivered,José Manuel Rodríguez
3,9,CARLOS HUMBERTO GARCIA MERCADO,NICARAGUA,CARAZO,CARAZO,Centro,Bicicleta tres asientos,S2,529,41807,4,"404,99","344,24",Pending,José Manuel Rodríguez
6,1,ADELA ZEVERANIA ROSTRAN MORA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera,S2,530,41808,8,"612,25","612,25",Confirmed,Luisa Margarita Ramírez
6,4,ADELA ZEVERANIA ROSTRAN MORA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera mod. A,S2,531,41809,14,"299,99","299,99",Shipped,Luisa Margarita Ramírez
6,11,ADELA ZEVERANIA ROSTRAN MORA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera modelo C,S2,532,41810,12,"599,99","599,99",Shipped,Luisa Margarita Ramírez
6,13,ADELA ZEVERANIA ROSTRAN MORA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Casco bicicleta,S2,533,41811,9,"47,99","47,99",Delivered,Luisa Margarita Ramírez
6,14,ADELA ZEVERANIA ROSTRAN MORA,NICARAGUA,JINOTEGA,JINOTEGA,Este,EmpuÃ±adura,S2,534,41812,14,"70,12","70,12",Shipped,Luisa Margarita Ramírez
6,15,ADELA ZEVERANIA ROSTRAN MORA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Gafas,S2,535,41813,15,"54,23","54,23",Pending,Luisa Margarita Ramírez
9,2,YADER JAVIER DUARTE SUAZO,NICARAGUA,GRANADA,GRANADA,Sur,Bicicleta mountain infantil,S2,536,41814,16,"123,49","123,49",Returned,Jorge Alberto Vargas
9,4,YADER JAVIER DUARTE SUAZO,NICARAGUA,GRANADA,GRANADA,Sur,Bicicleta carrera mod. A,S2,537,41815,16,"284,99","284,99",Returned,Jorge Alberto Vargas
9,7,YADER JAVIER DUARTE SUAZO,NICARAGUA,GRANADA,GRANADA,Sur,Mountain bike,S2,538,41816,4,"56,99","56,99",Delivered,Jorge Alberto Vargas
9,8,YADER JAVIER DUARTE SUAZO,NICARAGUA,GRANADA,GRANADA,Sur,Bicicleta paseo,S2,539,41817,3,"170,99","170,99",Pending,Jorge Alberto Vargas
9,10,YADER JAVIER DUARTE SUAZO,NICARAGUA,GRANADA,GRANADA,Sur,Monociclo,S2,540,41818,1,"227,99","227,99",Pending,Jorge Alberto Vargas
9,3,YADER JAVIER DUARTE SUAZO,NICARAGUA,GRANADA,GRANADA,Sur,Bicicleta dual,S2,541,41819,1,"332,49","332,49",Returned,Jorge Alberto Vargas
9,9,YADER JAVIER DUARTE SUAZO,NICARAGUA,GRANADA,GRANADA,Sur,Bicicleta tres asientos,S2,542,41820,1,"427,49","427,49",Pending,Jorge Alberto Vargas
17,1,JORGE BISMARK MEZA VASQUEZ,NICARAGUA,CHINANDEGA,CHINANDEGA,Este,Bicicleta carrera,S2,543,41821,14,"581,64","581,64",Pending,Oscar David Salinas
17,4,JORGE BISMARK MEZA VASQUEZ,NICARAGUA,CHINANDEGA,CHINANDEGA,Este,Bicicleta carrera mod. A,S2,544,41822,15,"284,99","284,99",Pending,Oscar David Salinas
1,1,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera,S2,545,41823,5,"551,02","451,84",Pending,Juan Carlos González
1,2,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta mountain infantil,S2,546,41824,11,100,100,Pending,Juan Carlos González
1,4,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera mod. A,S2,547,41825,5,"269,99","210,59",Shipped,Juan Carlos González
1,5,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera mod. B,S2,548,41826,5,"494,99","386,09",Shipped,Juan Carlos González
1,6,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta infantil,S2,549,41827,5,"44,99","38,24",Delivered,Juan Carlos González
1,7,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Mountain bike,S2,550,41828,11,"53,99","45,35",Returned,Juan Carlos González
1,8,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta paseo,S2,551,41829,5,"161,99","137,69",Confirmed,Juan Carlos González
1,11,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera modelo C,S2,552,41830,11,"539,99","415,79",Returned,Juan Carlos González
1,10,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Monociclo,S2,553,41831,1,"215,99","183,59",Shipped,Juan Carlos González
1,12,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Asiento para bicicleta velocidad,S2,554,41832,1,"42,8","36,38",Confirmed,Juan Carlos González
1,13,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Casco bicicleta,S2,555,41833,1,"43,19","36,71",Delivered,Juan Carlos González
1,14,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,EmpuÃ±adura,S2,556,41834,1,"63,11","53,64",Delivered,Juan Carlos González
1,15,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Gafas,S2,557,41835,1,"48,81","41,49",Shipped,Juan Carlos González
1,3,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta dual,S2,558,41836,1,"314,99","267,74",Shipped,Juan Carlos González
1,9,EDWIN BAQUEDANO GARCÃA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta tres asientos,S2,559,41837,1,"404,99","344,24",Returned,Juan Carlos González
5,1,CRISTINA DEL ROSARIO MIRANDA BLANDÃN,NICARAGUA,ESTELI,ESTELI,Centro,Bicicleta carrera,S2,560,41838,7,"581,64","442,05",Confirmed,Carlos Eduardo Pérez
5,2,CRISTINA DEL ROSARIO MIRANDA BLANDÃN,NICARAGUA,ESTELI,ESTELI,Centro,Bicicleta mountain infantil,S2,561,41839,7,"123,49","104,97",Delivered,Carlos Eduardo Pérez
5,4,CRISTINA DEL ROSARIO MIRANDA BLANDÃN,NICARAGUA,ESTELI,ESTELI,Centro,Bicicleta carrera mod. A,S2,562,41840,9,"284,99","227,99",Shipped,Carlos Eduardo Pérez
5,7,CRISTINA DEL ROSARIO MIRANDA BLANDÃN,NICARAGUA,ESTELI,ESTELI,Centro,Mountain bike,S2,563,41841,7,"56,99","48,44",Returned,Carlos Eduardo Pérez
5,11,CRISTINA DEL ROSARIO MIRANDA BLANDÃN,NICARAGUA,ESTELI,ESTELI,Centro,Bicicleta carrera modelo C,S2,564,41842,7,"569,99","455,99",Shipped,Carlos Eduardo Pérez
5,10,CRISTINA DEL ROSARIO MIRANDA BLANDÃN,NICARAGUA,ESTELI,ESTELI,Centro,Monociclo,S2,565,41843,5,"227,99","193,79",Shipped,Carlos Eduardo Pérez
5,13,CRISTINA DEL ROSARIO MIRANDA BLANDÃN,NICARAGUA,ESTELI,ESTELI,Centro,Casco bicicleta,S2,566,41844,23,"45,59","38,3",Returned,Carlos Eduardo Pérez
5,15,CRISTINA DEL ROSARIO MIRANDA BLANDÃN,NICARAGUA,ESTELI,ESTELI,Centro,Gafas,S2,567,41845,47,"51,52","43,28",Confirmed,Carlos Eduardo Pérez
6,1,ADELA ZEVERANIA ROSTRAN MORA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera,S2,568,41846,4,"612,25","612,25",Confirmed,Luisa Margarita Ramírez
6,4,ADELA ZEVERANIA ROSTRAN MORA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera mod. A,S2,569,41847,8,"299,99","299,99",Pending,Luisa Margarita Ramírez
6,11,ADELA ZEVERANIA ROSTRAN MORA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Bicicleta carrera modelo C,S2,570,41848,7,"599,99","599,99",Delivered,Luisa Margarita Ramírez
6,13,ADELA ZEVERANIA ROSTRAN MORA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Casco bicicleta,S2,571,41849,5,"47,99","47,99",Shipped,Luisa Margarita Ramírez
6,14,ADELA ZEVERANIA ROSTRAN MORA,NICARAGUA,JINOTEGA,JINOTEGA,Este,EmpuÃ±adura,S2,572,41850,8,"70,12","70,12",Returned,Luisa Margarita Ramírez
6,15,ADELA ZEVERANIA ROSTRAN MORA,NICARAGUA,JINOTEGA,JINOTEGA,Este,Gafas,S2,573,41851,8,"54,23","54,23",Confirmed,Luisa Margarita Ramírez
14,2,MAURICIO RAUL URROZ SALGADO,NICARAGUA,MANAGUA,MANAGUA,Este,Bicicleta mountain infantil,S2,574,41852,5,"129,99","129,99",Shipped,Adriana Isabel Jiménez
14,4,MAURICIO RAUL URROZ SALGADO,NICARAGUA,MANAGUA,MANAGUA,Este,Bicicleta carrera mod. A,S2,575,41853,8,"299,99","299,99",Shipped,Adriana Isabel Jiménez
14,5,MAURICIO RAUL URROZ SALGADO,NICARAGUA,MANAGUA,MANAGUA,Este,Bicicleta carrera mod. B,S2,576,41854,7,"549,99","549,99",Delivered,Adriana Isabel Jiménez
